FIR_Number,Crime_Type,District,Police_Station,Latitude,Longitude,Date,Status,IPC_Sections,Risk_Level,AI_Confidence,Prediction_Flag
KSP/MYS/2024/00138,THEFT,Mysuru,Nazarbad,12.3637,76.6718,2024-12-15 06:03:00,Charge Sheeted,Sec 379 IPC,Medium,87.1,Standard Monitoring
KSP/BAG/2025/00139,KPA 1963 VIOLATIONS,Bagalkote,Jamkhandi,16.1202,75.7157,2025-06-23 01:09:00,Charge Sheeted,"Sec 78, 87 KPA",Low,92.2,Standard Monitoring
KSP/VIJ/2025/00140,HURT / ASSAULT,Vijayapura,Gol Gumbaz PS,16.7962,75.7787,2025-06-17 05:20:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,88.2,High Risk Zone
KSP/BEN/2025/00141,HURT / ASSAULT,Bengaluru City,Jayanagar,13.0076,77.6743,2025-09-17 14:37:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,86.4,High Risk Zone
KSP/BEN/2024/00142,BURGLARY / HOUSE BREAKING,Bengaluru City,Cubbon Park,12.97,77.6693,2024-11-15 10:59:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,87.2,High Risk Zone
KSP/DAV/2024/00143,NARCOTICS (NDPS),Davanagere,Vidyanagar,14.4543,75.8671,2024-08-14 02:45:00,Closed,"Sec 20(b), 22 NDPS Act",Critical,96.3,High Risk Zone
KSP/MAN/2026/00144,CrPC OFFENCES,Mangaluru,Surathkal,12.9394,74.8327,2026-07-17 16:12:00,Pending,"Sec 107, 151 CrPC",Low,88.1,Standard Monitoring
KSP/VIJ/2026/00145,MOTOR VEHICLE ACCIDENTS NON-FATAL,Vijayanagara,Harapanahalli,15.2427,76.4136,2026-06-29 00:13:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,87.3,Standard Monitoring
KSP/MAN/2025/00146,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mangaluru,Kadri,12.8988,74.8192,2025-01-11 18:34:00,Closed,"Sec 279, 337 IPC",Medium,85.4,Standard Monitoring
KSP/KOD/2024/00147,ROBBERY / DACOITY,Kodagu,Gonikoppal,12.4825,75.7215,2024-04-16 11:40:00,Investigating,"Sec 392, 395 IPC",Critical,92.9,High Risk Zone
KSP/BEN/2025/00148,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Electronic City,13.0339,77.5906,2025-12-18 22:58:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,88.7,Standard Monitoring
KSP/BEN/2024/00149,BURGLARY / HOUSE BREAKING,Bengaluru City,Electronic City,13.0032,77.5412,2024-08-12 13:58:00,Closed,"Sec 454, 457, 380 IPC",High,93.2,High Risk Zone
KSP/TUM/2025/00150,MISSING PERSON,Tumakuru,Kyatsandra,13.3616,77.0734,2025-03-29 00:15:00,Investigating,Sec 363 IPC,Medium,86.7,Standard Monitoring
KSP/BEN/2026/00151,THEFT,Bengaluru Dist,Devanahalli,13.0251,77.538,2026-06-01 17:08:00,Investigating,Sec 379 IPC,Medium,85.6,Standard Monitoring
KSP/BEN/2026/00152,NARCOTICS (NDPS),Bengaluru Dist,Nelamangala,13.0712,77.5334,2026-01-12 00:28:00,Charge Sheeted,"Sec 20(b), 22 NDPS Act",Critical,85.1,High Risk Zone
KSP/BEN/2025/00153,BURGLARY / HOUSE BREAKING,Bengaluru City,Jayanagar,12.9292,77.6189,2025-07-27 22:47:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,86.8,High Risk Zone
KSP/BEN/2025/00154,THEFT,Bengaluru City,Jayanagar,13.0094,77.5419,2025-07-11 08:37:00,Charge Sheeted,Sec 379 IPC,Medium,87.0,Standard Monitoring
KSP/UDU/2026/00155,BURGLARY / HOUSE BREAKING,Udupi,Town PS,13.3043,74.777,2026-06-02 02:04:00,Investigating,"Sec 454, 457, 380 IPC",High,92.1,High Risk Zone
KSP/MYS/2024/00156,CrPC OFFENCES,Mysuru,KRS Road,12.3645,76.7313,2024-09-28 22:32:00,Pending,"Sec 107, 151 CrPC",Low,85.1,Standard Monitoring
KSP/BEN/2025/00157,KPA 1963 VIOLATIONS,Bengaluru City,Koramangala,12.9877,77.5941,2025-08-02 15:14:00,Investigating,"Sec 78, 87 KPA",Low,90.0,Standard Monitoring
KSP/TUM/2024/00158,CYBER CRIME & FRAUD,Tumakuru,Tiptur,13.3956,77.1344,2024-03-20 23:34:00,Solved,"Sec 66D IT Act, 420 IPC",High,92.9,High Risk Zone
KSP/BEL/2024/00159,MOTOR VEHICLE ACCIDENTS NON-FATAL,Belagavi,Market PS,15.8089,74.5797,2024-03-04 15:10:00,Closed,"Sec 279, 337 IPC",Medium,89.5,Standard Monitoring
KSP/BEN/2024/00160,CrPC OFFENCES,Bengaluru City,Yelahanka,12.9158,77.6064,2024-01-15 15:52:00,Pending,"Sec 107, 151 CrPC",Low,92.2,Standard Monitoring
KSP/HUB/2024/00161,CrPC OFFENCES,Hubballi-Dharwad,Dharwad Town,15.4139,75.1267,2024-12-14 15:40:00,Investigating,"Sec 107, 151 CrPC",Low,86.9,Standard Monitoring
KSP/BAG/2024/00162,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bagalkote,Jamkhandi,16.2177,75.6374,2024-03-27 21:36:00,Closed,"Sec 279, 337 IPC",Medium,93.4,Standard Monitoring
KSP/BAL/2024/00163,THEFT,Ballari,Cowl Bazar,15.1432,76.8588,2024-02-25 02:43:00,Pending,Sec 379 IPC,Medium,85.1,Standard Monitoring
KSP/HUB/2026/00164,MISSING PERSON,Hubballi-Dharwad,Vidyagiri,15.3944,75.0602,2026-04-02 20:32:00,Charge Sheeted,Sec 363 IPC,Medium,97.5,Standard Monitoring
KSP/KOL/2024/00165,MISSING PERSON,Kolar,Gulpet,13.1613,78.177,2024-06-28 06:21:00,Pending,Sec 363 IPC,Medium,93.4,Standard Monitoring
KSP/KOP/2024/00166,CrPC OFFENCES,Koppal,Gangavathi,15.3924,76.16,2024-09-16 08:44:00,Solved,"Sec 107, 151 CrPC",Low,91.3,Standard Monitoring
KSP/BEN/2025/00167,THEFT,Bengaluru City,Electronic City,12.9378,77.6422,2025-11-18 12:20:00,Closed,Sec 379 IPC,Medium,96.2,Standard Monitoring
KSP/BEN/2024/00168,CrPC OFFENCES,Bengaluru City,Hebbal,12.9979,77.5574,2024-05-07 22:12:00,Pending,"Sec 107, 151 CrPC",Low,85.0,Standard Monitoring
KSP/HUB/2024/00169,MISSING PERSON,Hubballi-Dharwad,Vidyagiri,15.4121,75.0815,2024-02-06 01:15:00,Charge Sheeted,Sec 363 IPC,Medium,86.3,Standard Monitoring
KSP/HAS/2025/00170,KPA 1963 VIOLATIONS,Hassan,Pension Mohalla,13.0394,76.0879,2025-09-19 18:15:00,Pending,"Sec 78, 87 KPA",Low,94.3,Standard Monitoring
KSP/BEN/2025/00171,KPA 1963 VIOLATIONS,Bengaluru City,Electronic City,12.9191,77.6461,2025-03-15 19:34:00,Solved,"Sec 78, 87 KPA",Low,95.0,Standard Monitoring
KSP/KAL/2026/00172,MOTOR VEHICLE ACCIDENTS NON-FATAL,Kalaburagi,University PS,17.3621,76.8754,2026-06-21 00:47:00,Closed,"Sec 279, 337 IPC",Medium,97.2,Standard Monitoring
KSP/BEN/2024/00173,BURGLARY / HOUSE BREAKING,Bengaluru City,Whitefield,12.9511,77.5878,2024-10-13 02:50:00,Solved,"Sec 454, 457, 380 IPC",High,92.7,High Risk Zone
KSP/VIJ/2026/00174,THEFT,Vijayapura,Indi,16.8518,75.6509,2026-02-23 10:32:00,Investigating,Sec 379 IPC,Medium,90.1,Standard Monitoring
KSP/BEN/2024/00175,THEFT,Bengaluru City,Jayanagar,12.9505,77.6473,2024-09-25 05:10:00,Pending,Sec 379 IPC,Medium,95.7,Standard Monitoring
KSP/BEN/2024/00176,CrPC OFFENCES,Bengaluru Dist,Nelamangala,13.0956,77.5101,2024-06-14 15:20:00,Investigating,"Sec 107, 151 CrPC",Low,91.4,Standard Monitoring
KSP/UDU/2026/00177,KPA 1963 VIOLATIONS,Udupi,Kundapura,13.309,74.7301,2026-05-28 13:40:00,Charge Sheeted,"Sec 78, 87 KPA",Low,92.1,Standard Monitoring
KSP/TUM/2024/00178,THEFT,Tumakuru,Tiptur,13.4137,77.1506,2024-07-06 11:59:00,Pending,Sec 379 IPC,Medium,89.1,Standard Monitoring
KSP/MAN/2024/00179,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mangaluru,Surathkal,12.9914,74.8329,2024-01-30 18:32:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,86.0,Standard Monitoring
KSP/VIJ/2026/00180,MISSING PERSON,Vijayapura,Indi,16.8758,75.7186,2026-05-29 08:46:00,Closed,Sec 363 IPC,Medium,88.8,Standard Monitoring
KSP/BID/2024/00181,THEFT,Bidar,Gandhi Gunj,17.8579,77.5473,2024-03-20 08:42:00,Solved,Sec 379 IPC,Medium,90.0,Standard Monitoring
KSP/RAI/2025/00182,MISSING PERSON,Raichur,Sindhanur,16.1314,77.283,2025-11-16 08:54:00,Solved,Sec 363 IPC,Medium,85.3,Standard Monitoring
KSP/BEN/2024/00183,CrPC OFFENCES,Bengaluru City,Whitefield,13.002,77.6156,2024-02-29 21:34:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,96.2,Standard Monitoring
KSP/BAL/2024/00184,KPA 1963 VIOLATIONS,Ballari,Cowl Bazar,15.0679,76.9838,2024-09-30 21:01:00,Closed,"Sec 78, 87 KPA",Low,88.7,Standard Monitoring
KSP/YAD/2025/00185,CYBER CRIME & FRAUD,Yadgir,Shahapur,16.7734,77.1431,2025-03-27 20:05:00,Closed,"Sec 66D IT Act, 420 IPC",High,86.6,High Risk Zone
KSP/HUB/2025/00186,MOTOR VEHICLE ACCIDENTS NON-FATAL,Hubballi-Dharwad,Gokul Road,15.3551,75.1931,2025-07-12 20:35:00,Solved,"Sec 279, 337 IPC",Medium,90.0,Standard Monitoring
KSP/HUB/2025/00187,BURGLARY / HOUSE BREAKING,Hubballi-Dharwad,Gokul Road,15.4058,75.1499,2025-06-18 05:49:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,87.0,High Risk Zone
KSP/BEN/2025/00188,BURGLARY / HOUSE BREAKING,Bengaluru City,Koramangala,13.0412,77.5473,2025-06-28 23:51:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,95.0,High Risk Zone
KSP/BEL/2026/00189,MISSING PERSON,Belagavi,Gokak,15.8038,74.5617,2026-06-22 13:04:00,Closed,Sec 363 IPC,Medium,94.8,Standard Monitoring
KSP/MYS/2026/00190,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mysuru,KRS Road,12.2624,76.6133,2026-02-02 11:28:00,Closed,"Sec 279, 337 IPC",Medium,91.7,Standard Monitoring
KSP/BEN/2025/00191,CYBER CRIME & FRAUD,Bengaluru City,Koramangala,13.0014,77.5988,2025-12-05 16:35:00,Closed,"Sec 66D IT Act, 420 IPC",High,94.4,High Risk Zone
KSP/DAV/2024/00192,MOTOR VEHICLE ACCIDENTS NON-FATAL,Davanagere,PJ Extension,14.3928,75.9288,2024-05-02 21:37:00,Solved,"Sec 279, 337 IPC",Medium,85.7,Standard Monitoring
KSP/BEN/2025/00193,THEFT,Bengaluru City,Indiranagar,13.006,77.6518,2025-06-27 21:22:00,Solved,Sec 379 IPC,Medium,97.9,Standard Monitoring
KSP/BEN/2026/00194,THEFT,Bengaluru City,Yelahanka,13.0299,77.6067,2026-04-26 00:26:00,Closed,Sec 379 IPC,Medium,95.2,Standard Monitoring
KSP/MYS/2026/00195,MOTOR VEHICLE ACCIDENTS NON-FATAL,Mysuru,KRS Road,12.2386,76.6757,2026-07-12 21:50:00,Pending,"Sec 279, 337 IPC",Medium,94.2,Standard Monitoring
KSP/MYS/2025/00196,NARCOTICS (NDPS),Mysuru,KRS Road,12.2806,76.7331,2025-06-11 15:36:00,Investigating,"Sec 20(b), 22 NDPS Act",Critical,85.1,High Risk Zone
KSP/BEN/2025/00197,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Electronic City,13.0274,77.6479,2025-05-18 03:04:00,Investigating,"Sec 279, 337 IPC",Medium,85.5,Standard Monitoring
KSP/BEL/2026/00198,MOTOR VEHICLE ACCIDENTS NON-FATAL,Belagavi,Gokak,15.7772,74.4409,2026-05-24 12:25:00,Closed,"Sec 279, 337 IPC",Medium,96.8,Standard Monitoring
KSP/BEN/2024/00199,ROBBERY / DACOITY,Bengaluru City,Indiranagar,13.0479,77.5972,2024-02-16 08:29:00,Solved,"Sec 392, 395 IPC",Critical,87.4,High Risk Zone
KSP/BAL/2025/00200,NARCOTICS (NDPS),Ballari,Gandhinagar,15.1247,76.9856,2025-10-19 09:19:00,Pending,"Sec 20(b), 22 NDPS Act",Critical,88.4,High Risk Zone
KSP/RAM/2025/00201,MOTOR VEHICLE ACCIDENTS NON-FATAL,Ramanagara,Magadi,12.7347,77.2553,2025-12-08 17:02:00,Investigating,"Sec 279, 337 IPC",Medium,85.7,Standard Monitoring
KSP/BEN/2026/00202,CYBER CRIME & FRAUD,Bengaluru Dist,Devanahalli,13.006,77.5812,2026-06-29 02:30:00,Investigating,"Sec 66D IT Act, 420 IPC",High,97.6,High Risk Zone
KSP/BEN/2025/00203,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru Dist,Hosakote,13.1467,77.6459,2025-05-12 23:36:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,85.7,Standard Monitoring
KSP/KOD/2025/00204,HURT / ASSAULT,Kodagu,Gonikoppal,12.4969,75.6755,2025-11-01 06:29:00,Closed,"Sec 323, 324, 504 IPC",High,89.2,High Risk Zone
KSP/HAS/2024/00205,ROBBERY / DACOITY,Hassan,City PS,13.003,76.1351,2024-01-13 07:51:00,Pending,"Sec 392, 395 IPC",Critical,96.0,High Risk Zone
KSP/HUB/2025/00206,KPA 1963 VIOLATIONS,Hubballi-Dharwad,Suburban PS,15.4084,75.1101,2025-04-29 16:10:00,Closed,"Sec 78, 87 KPA",Low,92.3,Standard Monitoring
KSP/BEN/2026/00207,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Indiranagar,13.0413,77.6198,2026-03-18 07:14:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,89.5,Standard Monitoring
KSP/BAL/2026/00208,THEFT,Ballari,Brucepet,15.2019,76.9662,2026-04-17 16:37:00,Pending,Sec 379 IPC,Medium,97.4,Standard Monitoring
KSP/MYS/2024/00209,CYBER CRIME & FRAUD,Mysuru,Lashkar PS,12.3098,76.6055,2024-03-19 08:20:00,Solved,"Sec 66D IT Act, 420 IPC",High,86.0,High Risk Zone
KSP/UDU/2026/00210,MISSING PERSON,Udupi,Manipal,13.3853,74.7386,2026-02-24 08:37:00,Investigating,Sec 363 IPC,Medium,88.1,Standard Monitoring
KSP/BEL/2024/00211,MISSING PERSON,Belagavi,Camp PS,15.8198,74.4648,2024-07-08 11:03:00,Solved,Sec 363 IPC,Medium,91.7,Standard Monitoring
KSP/BAG/2025/00212,MISSING PERSON,Bagalkote,Jamkhandi,16.2383,75.631,2025-01-25 19:55:00,Investigating,Sec 363 IPC,Medium,89.1,Standard Monitoring
KSP/BEN/2024/00213,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Koramangala,12.9076,77.6604,2024-05-02 22:17:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,92.5,Standard Monitoring
KSP/HAS/2025/00214,MOTOR VEHICLE ACCIDENTS NON-FATAL,Hassan,Gorur,12.9426,76.1224,2025-11-05 00:11:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,87.1,Standard Monitoring
KSP/MAN/2025/00215,HURT / ASSAULT,Mangaluru,Barkarke,12.9541,74.8132,2025-08-30 07:07:00,Closed,"Sec 323, 324, 504 IPC",High,91.9,High Risk Zone
KSP/UDU/2025/00216,KPA 1963 VIOLATIONS,Udupi,Manipal,13.2673,74.7183,2025-06-22 15:29:00,Charge Sheeted,"Sec 78, 87 KPA",Low,89.0,Standard Monitoring
KSP/KOD/2024/00217,HURT / ASSAULT,Kodagu,Gonikoppal,12.3675,75.7623,2024-05-11 11:35:00,Solved,"Sec 323, 324, 504 IPC",High,95.2,High Risk Zone
KSP/BEN/2026/00218,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Whitefield,13.0194,77.6,2026-05-15 10:27:00,Investigating,"Sec 279, 337 IPC",Medium,85.2,Standard Monitoring
KSP/MAN/2025/00219,KPA 1963 VIOLATIONS,Mangaluru,Panambur,12.8386,74.8409,2025-02-12 17:19:00,Charge Sheeted,"Sec 78, 87 KPA",Low,87.3,Standard Monitoring
KSP/DAV/2024/00220,CYBER CRIME & FRAUD,Davanagere,Vidyanagar,14.487,75.8661,2024-03-22 06:23:00,Charge Sheeted,"Sec 66D IT Act, 420 IPC",High,86.0,High Risk Zone
KSP/BAG/2025/00221,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bagalkote,Town PS,16.1082,75.6355,2025-10-04 20:11:00,Solved,"Sec 279, 337 IPC",Medium,98.1,Standard Monitoring
KSP/RAI/2025/00222,MOTOR VEHICLE ACCIDENTS NON-FATAL,Raichur,Market PS,16.1848,77.3154,2025-08-11 11:09:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,96.4,Standard Monitoring
KSP/CHA/2026/00223,CrPC OFFENCES,Chamarajanagar,Gundlupet,11.9435,76.9823,2026-07-11 04:28:00,Solved,"Sec 107, 151 CrPC",Low,94.3,Standard Monitoring
KSP/BID/2026/00224,KPA 1963 VIOLATIONS,Bidar,Market PS,17.954,77.5349,2026-05-28 16:35:00,Closed,"Sec 78, 87 KPA",Low,86.3,Standard Monitoring
KSP/BEN/2025/00225,CrPC OFFENCES,Bengaluru Dist,Nelamangala,13.0936,77.5291,2025-08-26 06:54:00,Solved,"Sec 107, 151 CrPC",Low,97.7,Standard Monitoring
KSP/MYS/2025/00226,HURT / ASSAULT,Mysuru,Lashkar PS,12.2368,76.6266,2025-05-29 15:46:00,Charge Sheeted,"Sec 323, 324, 504 IPC",High,98.4,High Risk Zone
KSP/BEN/2024/00227,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Hebbal,13.0253,77.6645,2024-04-02 21:42:00,Pending,"Sec 279, 337 IPC",Medium,85.9,Standard Monitoring
KSP/MYS/2024/00228,KPA 1963 VIOLATIONS,Mysuru,Nazarbad,12.3235,76.6236,2024-10-24 05:08:00,Solved,"Sec 78, 87 KPA",Low,89.8,Standard Monitoring
KSP/SHI/2026/00229,BURGLARY / HOUSE BREAKING,Shivamogga,Tunga Nagar,13.9117,75.5364,2026-04-11 22:45:00,Charge Sheeted,"Sec 454, 457, 380 IPC",High,89.4,High Risk Zone
KSP/HAV/2026/00230,CrPC OFFENCES,Haveri,Town PS,14.8479,75.4058,2026-06-11 21:20:00,Investigating,"Sec 107, 151 CrPC",Low,92.9,Standard Monitoring
KSP/MYS/2024/00231,CrPC OFFENCES,Mysuru,Lashkar PS,12.3838,76.6933,2024-09-26 08:37:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,95.8,Standard Monitoring
KSP/BEN/2025/00232,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Yelahanka,13.0111,77.6222,2025-02-06 19:25:00,Closed,"Sec 279, 337 IPC",Medium,93.9,Standard Monitoring
KSP/BAL/2025/00233,THEFT,Ballari,Brucepet,15.1223,76.9767,2025-07-20 10:33:00,Closed,Sec 379 IPC,Medium,96.1,Standard Monitoring
KSP/KOD/2025/00234,NARCOTICS (NDPS),Kodagu,Gonikoppal,12.3926,75.6638,2025-07-23 07:14:00,Pending,"Sec 20(b), 22 NDPS Act",Critical,95.8,High Risk Zone
KSP/VIJ/2024/00235,MOTOR VEHICLE ACCIDENTS NON-FATAL,Vijayapura,Gandhi Chowk,16.8094,75.7611,2024-04-19 17:50:00,Closed,"Sec 279, 337 IPC",Medium,85.9,Standard Monitoring
KSP/BEN/2024/00236,THEFT,Bengaluru City,Indiranagar,13.0457,77.6304,2024-09-17 07:48:00,Closed,Sec 379 IPC,Medium,96.6,Standard Monitoring
KSP/VIJ/2025/00237,HURT / ASSAULT,Vijayapura,Gandhi Chowk,16.8599,75.7467,2025-06-22 07:56:00,Pending,"Sec 323, 324, 504 IPC",High,88.1,High Risk Zone
KSP/RAM/2026/00238,THEFT,Ramanagara,Channapatna,12.6621,77.3429,2026-02-16 10:04:00,Charge Sheeted,Sec 379 IPC,Medium,87.8,Standard Monitoring
KSP/BEN/2024/00239,THEFT,Bengaluru City,Indiranagar,13.0253,77.6078,2024-11-14 20:55:00,Investigating,Sec 379 IPC,Medium,98.3,Standard Monitoring
KSP/TUM/2024/00240,MISSING PERSON,Tumakuru,Tiptur,13.2896,77.0436,2024-12-08 16:22:00,Pending,Sec 363 IPC,Medium,91.6,Standard Monitoring
KSP/CHI/2026/00241,MOTOR VEHICLE ACCIDENTS NON-FATAL,Chikkaballapura,Gauribidanur,13.5093,77.654,2026-01-17 05:23:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,95.6,Standard Monitoring
KSP/KOP/2024/00242,CrPC OFFENCES,Koppal,Gangavathi,15.3906,76.1633,2024-09-12 12:15:00,Investigating,"Sec 107, 151 CrPC",Low,89.3,Standard Monitoring
KSP/BEN/2025/00243,BURGLARY / HOUSE BREAKING,Bengaluru City,Yelahanka,12.9822,77.5215,2025-09-01 05:07:00,Closed,"Sec 454, 457, 380 IPC",High,91.1,High Risk Zone
KSP/MAN/2024/00244,BURGLARY / HOUSE BREAKING,Mandya,Srirangapatna,12.5897,76.825,2024-01-27 02:48:00,Solved,"Sec 454, 457, 380 IPC",High,88.2,High Risk Zone
KSP/RAM/2025/00245,CrPC OFFENCES,Ramanagara,Channapatna,12.6901,77.2173,2025-04-28 16:28:00,Closed,"Sec 107, 151 CrPC",Low,86.8,Standard Monitoring
KSP/BEN/2024/00246,MISSING PERSON,Bengaluru Dist,Nelamangala,13.1045,77.6106,2024-03-20 08:02:00,Closed,Sec 363 IPC,Medium,92.7,Standard Monitoring
KSP/BEN/2026/00247,CrPC OFFENCES,Bengaluru Dist,Hosakote,13.0819,77.5101,2026-02-21 04:33:00,Closed,"Sec 107, 151 CrPC",Low,93.2,Standard Monitoring
KSP/TUM/2026/00248,KPA 1963 VIOLATIONS,Tumakuru,Gubbi,13.3256,77.0293,2026-06-29 15:18:00,Closed,"Sec 78, 87 KPA",Low,97.9,Standard Monitoring
KSP/CHI/2026/00249,MOTOR VEHICLE ACCIDENTS NON-FATAL,Chikkamagaluru,Tarikere,13.265,75.7598,2026-01-03 18:50:00,Pending,"Sec 279, 337 IPC",Medium,93.7,Standard Monitoring
KSP/BEL/2025/00250,MOTOR VEHICLE ACCIDENTS NON-FATAL,Belagavi,Market PS,15.7858,74.452,2025-02-05 05:54:00,Pending,"Sec 279, 337 IPC",Medium,91.7,Standard Monitoring
KSP/BEL/2025/00251,NARCOTICS (NDPS),Belagavi,Gokak,15.8712,74.5525,2025-03-17 05:42:00,Pending,"Sec 20(b), 22 NDPS Act",Critical,87.8,High Risk Zone
KSP/BEL/2025/00252,KPA 1963 VIOLATIONS,Belagavi,Camp PS,15.8163,74.5309,2025-07-01 06:48:00,Investigating,"Sec 78, 87 KPA",Low,88.1,Standard Monitoring
KSP/BEN/2025/00253,THEFT,Bengaluru Dist,Doddaballapura,13.0036,77.6532,2025-12-21 19:07:00,Pending,Sec 379 IPC,Medium,90.3,Standard Monitoring
KSP/HAS/2024/00254,KPA 1963 VIOLATIONS,Hassan,Gorur,12.9615,76.0294,2024-09-29 03:14:00,Solved,"Sec 78, 87 KPA",Low,87.3,Standard Monitoring
KSP/BEN/2026/00255,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Whitefield,13.0414,77.6702,2026-07-08 08:58:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,97.2,Standard Monitoring
KSP/HUB/2025/00256,HURT / ASSAULT,Hubballi-Dharwad,Kamripeth,15.3049,75.1679,2025-03-19 13:36:00,Closed,"Sec 323, 324, 504 IPC",High,87.7,High Risk Zone
KSP/BID/2024/00257,MISSING PERSON,Bidar,Gandhi Gunj,17.8425,77.504,2024-11-22 15:39:00,Closed,Sec 363 IPC,Medium,85.1,Standard Monitoring
KSP/BEN/2024/00258,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Yelahanka,12.9314,77.6219,2024-01-03 16:14:00,Charge Sheeted,"Sec 279, 337 IPC",Medium,90.8,Standard Monitoring
KSP/BEN/2024/00259,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru City,Whitefield,13.0275,77.611,2024-11-16 12:56:00,Pending,"Sec 279, 337 IPC",Medium,90.1,Standard Monitoring
KSP/BEN/2025/00260,CrPC OFFENCES,Bengaluru City,Yelahanka,12.8988,77.6163,2025-09-14 19:48:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,93.4,Standard Monitoring
KSP/BEN/2024/00261,MOTOR VEHICLE ACCIDENTS NON-FATAL,Bengaluru Dist,Doddaballapura,13.1528,77.557,2024-06-19 09:42:00,Investigating,"Sec 279, 337 IPC",Medium,89.1,Standard Monitoring
KSP/BEN/2024/00262,ROBBERY / DACOITY,Bengaluru City,Yelahanka,12.9015,77.5697,2024-02-25 03:05:00,Investigating,"Sec 392, 395 IPC",Critical,89.5,High Risk Zone
KSP/SHI/2025/00263,CYBER CRIME & FRAUD,Shivamogga,Bhadravathi,13.8642,75.5442,2025-07-21 10:00:00,Solved,"Sec 66D IT Act, 420 IPC",High,93.6,High Risk Zone
KSP/BEN/2025/00264,NARCOTICS (NDPS),Bengaluru City,Jayanagar,13.0265,77.5268,2025-05-22 05:05:00,Closed,"Sec 20(b), 22 NDPS Act",Critical,95.3,High Risk Zone
KSP/DAV/2025/00265,CYBER CRIME & FRAUD,Davanagere,Harihar,14.5335,75.8607,2025-06-08 20:21:00,Pending,"Sec 66D IT Act, 420 IPC",High,85.9,High Risk Zone
KSP/BEN/2025/00266,CrPC OFFENCES,Bengaluru Dist,Doddaballapura,13.0418,77.6449,2025-07-28 13:51:00,Charge Sheeted,"Sec 107, 151 CrPC",Low,87.8,Standard Monitoring
KSP/BEN/2024/00267,ROBBERY / DACOITY,Bengaluru City,Indiranagar,13.0364,77.6486,2024-09-16 07:16:00,Charge Sheeted,"Sec 392, 395 IPC",Critical,94.6,High Risk Zone
KSP/BEN/2026/00268,KPA 1963 VIOLATIONS,Bengaluru City,Hebbal,12.8987,77.6068,2026-06-08 02:35:00,Solved,"Sec 78, 87 KPA",Low,93.9,Standard Monitoring
KSP/TUM/2024/00269,THEFT,Tumakuru,Town PS,13.3038,77.1024,2024-03-13 01:51:00,Pending,Sec 379 IPC,Medium,91.1,Standard Monitoring
KSP/BEL/2025/00270,MOTOR VEHICLE ACCIDENTS NON-FATAL,Belagavi,Market PS,15.813,74.5075,2025-01-07 16:46:00,Closed,"Sec 279, 337 IPC",Medium,95.1,Standard Monitoring
KSP/TUM/2025/00271,CrPC OFFENCES,Tumakuru,Tiptur,13.3884,77.0898,2025-11-11 09:36:00,Investigating,"Sec 107, 151 CrPC",Low,96.0,Standard Monitoring
KSP/BEN/2025/00272,BURGLARY / HOUSE BREAKING,Bengaluru Dist,Doddaballapura,13.1378,77.6444,2025-09-04 12:22:00,Pending,"Sec 454, 457, 380 IPC",High,89.2,High Risk Zone
KSP/HAS/2024/00273,MOTOR VEHICLE ACCIDENTS NON-FATAL,Hassan,Gorur,13.0454,76.1816,2024-09-04 14:18:00,Closed,"Sec 279, 337 IPC",Medium,96.8,Standard Monitoring
